Stall_ID,State,GI_Product,Is_Registered_GI,Monthly_Income_Bracket,Has_Govt_ID,Ecommerce_Active,Govt_Interaction_Rating,Fair_Beneficial,Wants_More_Events,Year,Income_Numeric,Govt_Interaction_Score,State_Region,Years_Registered,Digital_Adoption_Index
18,Karnataka,Sanganer Block Print,0,<50K,0,1,Good,1,1,2017,25000.0,3,South,0,0.7292539922013016
114,Jharkhand,Others,1,<50K,0,1,Good,1,1,2020,25000.0,3,East,7,0.63314687878423
58,Uttar Pradesh,Banaras Zardozi,1,50K-100K,1,1,Good,1,1,2020,75000.0,3,North,5,0.8326220047221049
58,Uttar Pradesh,Banaras Zardozi,1,50K-100K,1,0,Good,1,1,2015,75000.0,3,North,2,0.29402727363265896
89,Himachal Pradesh,Others,1,<50K,1,1,Good,1,1,2019,25000.0,3,North,6,0.9334903732824806
65,Bihar,Sanganer Block Print,0,>100K,1,1,Good,1,1,2020,,3,East,0,1.1818420807617578
59,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2025,25000.0,3,North,8,0.48691131897237105
29,Rajasthan,Sanganer Block Print,1,200K+,1,0,Good,1,1,2024,250000.0,3,West,13,0.5657206336539716
114,Jharkhand,Others,1,<50K,0,1,Good,1,1,2020,25000.0,3,East,6,0.724183011156249
115,Tamil Nadu,Others,1,50K-100K,1,1,,1,1,2018,75000.0,2,South,1,0.9359141345088186
63,Nagaland,Others,1,<50K,1,1,,1,1,2016,25000.0,2,Other,0,1.0243875882632552
61,Bihar,Others,0,50K-100K,0,1,Good,1,1,2018,75000.0,3,East,0,0.5594203486758242
115,Tamil Nadu,Others,1,50K-100K,1,1,,1,1,2017,75000.0,2,South,4,0.9263252798170105
104,Karnataka,Others,1,200K+,1,0,,1,1,2018,250000.0,2,South,1,0.35262708950378124
41,Uttar Pradesh,Others,0,50K-100K,0,1,Good,1,1,2016,75000.0,3,North,0,0.540235611247615
52,Jharkhand,Banaras Zardozi,1,50K-100K,1,0,Good,1,1,2017,75000.0,3,East,4,0.37613230811965703
104,Karnataka,Others,1,200K+,1,0,,1,1,2018,250000.0,2,South,2,0.5288273155083573
87,Punjab,Banaras Zardozi,1,50K-100K,1,1,Good,1,1,2020,75000.0,3,North,8,0.9876075122568001
101,Uttar Pradesh,Sanganer Block Print,1,50K-100K,1,0,,1,1,2019,75000.0,2,North,7,0.3974656538147655
64,Bihar,Madhubani Paintings,1,>100K,1,1,Good,1,1,2020,,3,East,9,1.0232038107665913
11,Uttar Pradesh,Others,0,100K-200K,1,1,Good,1,1,2017,150000.0,3,North,0,1.1943839913596497
1,Bihar,Others,1,<50K,0,0,Good,1,1,2016,25000.0,3,East,4,-0.07959705934527468
59,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2018,25000.0,3,North,0,0.7723581169089184
20,Bihar,Sanganer Block Print,1,50K-100K,1,1,,1,1,2025,75000.0,2,East,13,0.9197488255083477
78,Uttar Pradesh,Others,1,50K-100K,1,0,Good,1,1,2022,75000.0,3,North,5,0.34239010769119005
114,Jharkhand,Others,1,<50K,0,1,Good,1,1,2020,25000.0,3,East,9,0.4646625220707803
35,Other,Others,0,<50K,0,0,Good,1,1,2025,25000.0,3,Other,0,-0.07275724230257032
105,Other,Others,0,<50K,0,0,Good,1,1,2024,25000.0,3,Other,0,-0.0503930160809572
98,Telangana,Banaras Zardozi,1,>100K,1,1,Good,1,1,2024,,3,South,0,1.0475249577015926
67,Uttar Pradesh,Others,1,50K-100K,0,0,Good,1,1,2018,75000.0,3,North,2,0.24161977214925254
23,Bihar,Chikan Craft,1,<50K,1,1,Good,1,1,2019,25000.0,3,East,5,0.9140120372601763
76,Punjab,Others,1,<50K,1,1,Good,1,1,2025,25000.0,3,North,5,0.9808236402332773
19,Telangana,Others,1,<50K,1,1,Good,1,1,2019,25000.0,3,South,3,1.1280636527928483
110,Uttar Pradesh,Banaras Zardozi,1,<50K,1,1,Good,1,1,2023,25000.0,3,North,2,1.0571248800202597
12,Other,Others,1,<50K,0,0,Good,1,1,2016,25000.0,3,Other,3,-0.021242029469790234
37,Bihar,Madhubani Paintings,1,100K-200K,0,1,Good,1,1,2019,150000.0,3,East,8,0.5138234960255493
70,Other,Others,1,200K+,1,0,Good,1,1,2022,250000.0,3,Other,9,0.49410426615914727
27,Uttar Pradesh,Chikan Craft,1,<50K,1,1,Good,1,1,2022,25000.0,3,North,6,1.101868602564819
26,Jharkhand,Sanganer Block Print,0,<50K,0,0,Good,1,1,2019,25000.0,3,East,0,0.06060579085996635
81,Nagaland,Others,1,<50K,1,1,Good,1,1,2018,25000.0,3,Other,4,0.8870096465934214
18,Karnataka,Sanganer Block Print,0,200K+,0,1,Good,1,1,2025,250000.0,3,South,0,0.5397779150371604
90,Karnataka,Madhubani Paintings,0,50K-100K,1,1,,1,1,2017,75000.0,2,South,0,0.925546617648887
69,Uttar Pradesh,Sanganer Block Print,1,<50K,0,0,Good,1,1,2018,25000.0,3,North,4,0.03565720554039512
14,Uttar Pradesh,Dokra,0,200K+,1,1,Good,1,1,2015,250000.0,3,North,0,0.9033950728316025
56,Other,Madhubani Paintings,1,50K-100K,1,0,,1,1,2018,75000.0,2,Other,5,0.35373809539913
112,Uttar Pradesh,Chikan Craft,1,<50K,0,0,,1,1,2018,25000.0,2,North,3,0.24808161942392673
105,Other,Others,0,<50K,0,0,Good,1,1,2018,25000.0,3,Other,0,0.027347826143379696
17,Bihar,Madhubani Paintings,0,>100K,1,0,Good,1,1,2025,,3,East,0,0.5234226622945283
43,Uttar Pradesh,Banaras Zardozi,1,50K-100K,0,1,Good,1,1,2016,75000.0,3,North,5,0.45565212798067956
60,Bihar,Banaras Zardozi,1,<50K,0,1,Good,1,1,2025,25000.0,3,East,3,0.541801572903694
70,Other,Others,1,<50K,1,1,Good,1,1,2019,25000.0,3,Other,2,0.9355891216215776
87,Punjab,Banaras Zardozi,1,<50K,1,1,Good,1,1,2023,25000.0,3,North,4,1.0059156727523293
37,Bihar,Madhubani Paintings,1,50K-100K,0,1,Good,1,1,2021,75000.0,3,East,4,0.603589930430863
14,Uttar Pradesh,Dokra,0,50K-100K,1,1,Good,1,1,2018,75000.0,3,North,0,0.9824302614224784
107,Telangana,Madhubani Paintings,1,<50K,1,0,Good,1,1,2020,25000.0,3,South,2,0.30257065158524116
79,Bihar,Sanganer Block Print,1,100K-200K,1,0,Good,1,1,2020,150000.0,3,East,2,0.32189875932706874
45,Bihar,Chikan Craft,0,<50K,0,0,Good,1,1,2019,25000.0,3,East,0,0.08686696592337971
85,Bihar,Others,1,<50K,1,1,Good,1,1,2019,25000.0,3,East,2,0.9778834940083955
51,Other,Sanganer Block Print,1,50K-100K,1,0,Good,1,1,2015,75000.0,3,Other,0,0.3455426780942107
31,Rajasthan,Others,1,200K+,1,1,Good,1,1,2022,250000.0,3,West,3,0.9398688667676907
80,Uttar Pradesh,Sanganer Block Print,1,50K-100K,0,0,Good,1,1,2017,75000.0,3,North,6,-0.13095317572406895
59,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2017,25000.0,3,North,5,0.6560691380089724
43,Uttar Pradesh,Banaras Zardozi,1,>100K,0,1,Good,1,1,2025,,3,North,13,0.7172620236706914
14,Uttar Pradesh,Dokra,0,<50K,1,1,Good,1,1,2022,25000.0,3,North,0,0.9586753119151695
24,Bihar,Others,1,<50K,1,1,Good,1,1,2024,25000.0,3,East,7,0.9878125346866341
14,Uttar Pradesh,Dokra,0,200K+,1,1,Good,1,1,2015,250000.0,3,North,0,0.9610271546182808
32,Uttar Pradesh,Dokra,1,<50K,1,0,Good,1,1,2019,25000.0,3,North,2,0.35567995185835116
57,Uttar Pradesh,Dokra,1,<50K,1,0,Good,1,1,2022,25000.0,3,North,0,0.4481542186980706
93,Punjab,Madhubani Paintings,0,200K+,1,1,Good,1,1,2019,250000.0,3,North,0,1.1168096763686957
81,Nagaland,Others,1,<50K,1,1,Good,1,1,2015,25000.0,3,Other,2,0.9548638405574874
1,Bihar,Others,1,<50K,0,0,Good,1,1,2016,25000.0,3,East,1,0.09732601783676526
82,Tamil Nadu,Others,0,<50K,1,0,Good,1,1,2020,25000.0,3,South,0,0.3887704716184639
24,Bihar,Others,1,<50K,1,1,Good,1,1,2015,25000.0,3,East,2,0.9028471256315999
42,Karnataka,Others,0,50K-100K,1,1,Good,1,1,2016,75000.0,3,South,0,1.0365093217227745
97,Karnataka,Others,1,50K-100K,0,1,Good,1,1,2019,75000.0,3,South,4,0.5762120510606679
108,Punjab,Chikan Craft,1,<50K,0,1,Good,1,1,2021,25000.0,3,North,4,0.5901237919007033
93,Punjab,Madhubani Paintings,0,<50K,1,1,Good,1,1,2017,25000.0,3,North,0,1.003002247289318
1,Bihar,Others,1,<50K,0,0,Good,1,1,2023,25000.0,3,East,0,0.16190396361247728
115,Tamil Nadu,Others,1,50K-100K,1,1,,1,1,2017,75000.0,2,South,5,1.1831445710190578
103,Bihar,Others,1,50K-100K,1,1,Good,1,1,2015,75000.0,3,East,4,1.0719894630028737
75,West Bengal,Madhubani Paintings,1,<50K,1,0,Good,1,1,2016,25000.0,3,East,4,0.2800107808612486
19,Telangana,Others,1,>100K,1,1,Good,1,1,2024,,3,South,8,0.9339712823106474
105,Other,Others,0,100K-200K,0,0,Good,1,1,2025,150000.0,3,Other,0,0.010464853079955977
37,Bihar,Madhubani Paintings,1,200K+,0,1,Good,1,1,2022,250000.0,3,East,11,0.4220816019353699
14,Uttar Pradesh,Dokra,0,200K+,1,1,Good,1,1,2023,250000.0,3,North,0,0.9332735399404268
5,Uttar Pradesh,Others,1,50K-100K,1,0,Good,1,1,2024,75000.0,3,North,4,0.251071218417828
104,Karnataka,Others,1,<50K,1,0,,1,1,2025,25000.0,2,South,0,0.3020995721719007
58,Uttar Pradesh,Banaras Zardozi,1,50K-100K,1,0,Good,1,1,2015,75000.0,3,North,1,0.3829758743670802
54,Himachal Pradesh,Others,1,50K-100K,0,0,Good,1,1,2018,75000.0,3,North,3,-0.01543899995833406
10,West Bengal,Chikan Craft,0,<50K,0,1,,1,1,2019,25000.0,2,East,0,0.49183358765131535
24,Bihar,Others,1,<50K,1,1,Good,1,1,2015,25000.0,3,East,1,1.1142989828100205
114,Jharkhand,Others,1,<50K,0,1,Good,1,1,2022,25000.0,3,East,11,0.5763619516517505
104,Karnataka,Others,1,50K-100K,1,0,,1,1,2017,75000.0,2,South,5,0.5059741765273773
47,Bihar,Others,0,<50K,1,0,Good,1,1,2018,25000.0,3,East,0,0.2699862621917226
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2025,25000.0,3,West,0,0.8081482739225423
14,Uttar Pradesh,Dokra,0,<50K,1,1,Good,1,1,2024,25000.0,3,North,0,1.0656797072229574
84,Uttar Pradesh,Others,0,50K-100K,0,0,Good,1,1,2015,75000.0,3,North,0,0.06112819883446348
80,Uttar Pradesh,Sanganer Block Print,1,50K-100K,0,0,Good,1,1,2023,75000.0,3,North,11,0.2205302538160721
31,Rajasthan,Others,1,200K+,1,1,Good,1,1,2022,250000.0,3,West,8,0.9295871711899193
75,West Bengal,Madhubani Paintings,1,<50K,1,0,Good,1,1,2022,25000.0,3,East,8,0.32721942138590815
108,Punjab,Chikan Craft,1,<50K,0,1,Good,1,1,2024,25000.0,3,North,3,0.5424257351654187
87,Punjab,Banaras Zardozi,1,<50K,1,1,Good,1,1,2025,25000.0,3,North,14,1.0113586386656936
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2021,25000.0,3,North,10,0.040246938664465826
73,Uttar Pradesh,Dokra,0,50K-100K,0,0,Good,1,1,2023,75000.0,3,North,0,-0.07937047580737192
37,Bihar,Madhubani Paintings,1,<50K,0,1,Good,1,1,2016,25000.0,3,East,5,0.6258597884058282
75,West Bengal,Madhubani Paintings,1,<50K,1,0,Good,1,1,2016,25000.0,3,East,1,0.2668265473903706
106,Uttar Pradesh,Others,0,50K-100K,1,0,Good,1,1,2018,75000.0,3,North,0,0.4161790671773208
111,Bihar,Others,1,200K+,0,1,,1,1,2023,250000.0,2,East,10,0.8309641305215255
37,Bihar,Madhubani Paintings,1,100K-200K,0,1,Good,1,1,2019,150000.0,3,East,2,0.6811041232913562
59,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2016,25000.0,3,North,0,0.637735614427733
97,Karnataka,Others,1,50K-100K,0,1,Good,1,1,2015,75000.0,3,South,2,0.6378223133674257
63,Nagaland,Others,1,<50K,1,1,,1,1,2020,25000.0,2,Other,6,1.0845536643614206
42,Karnataka,Others,0,50K-100K,1,1,Good,1,1,2023,75000.0,3,South,0,1.0679515992261905
87,Punjab,Banaras Zardozi,1,<50K,1,1,Good,1,1,2023,25000.0,3,North,4,1.1063021721155015
43,Uttar Pradesh,Banaras Zardozi,1,>100K,0,0,Good,1,1,2022,,3,North,5,-0.04699307917138075
96,Karnataka,Others,1,200K+,1,1,Good,1,1,2015,250000.0,3,South,3,0.9809795409678275
69,Uttar Pradesh,Sanganer Block Print,1,<50K,0,0,Good,1,1,2016,25000.0,3,North,0,-0.21730513435765847
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2019,75000.0,3,West,0,0.5683383362657218
21,Tamil Nadu,Dokra,0,<50K,1,1,Good,1,1,2024,25000.0,3,South,0,0.9199931551885787
52,Jharkhand,Banaras Zardozi,1,50K-100K,1,0,Good,1,1,2016,75000.0,3,East,5,0.5764997053527083
40,Telangana,Banaras Zardozi,0,100K-200K,0,0,,1,1,2023,150000.0,2,South,0,0.02822812352817279
3,Punjab,Others,1,<50K,1,0,Good,1,1,2019,25000.0,3,North,2,0.41080177125265627
21,Tamil Nadu,Dokra,0,<50K,1,1,Good,1,1,2020,25000.0,3,South,0,0.9410454521838094
73,Uttar Pradesh,Dokra,0,50K-100K,0,0,Good,1,1,2020,75000.0,3,North,0,0.1685879099405901
26,Jharkhand,Sanganer Block Print,0,<50K,0,0,Good,1,1,2023,25000.0,3,East,0,0.014265802822819343
80,Uttar Pradesh,Sanganer Block Print,1,50K-100K,0,0,Good,1,1,2024,75000.0,3,North,10,-0.015038140279562934
88,Tamil Nadu,Others,1,50K-100K,0,1,Good,1,1,2017,75000.0,3,South,3,0.47599463821688104
42,Karnataka,Others,0,50K-100K,1,1,Good,1,1,2016,75000.0,3,South,0,0.8242883303241362
93,Punjab,Madhubani Paintings,0,<50K,1,1,Good,1,1,2022,25000.0,3,North,0,1.0482388827596267
75,West Bengal,Madhubani Paintings,1,<50K,1,0,Good,1,1,2016,25000.0,3,East,1,0.2306343078571994
60,Bihar,Banaras Zardozi,1,<50K,0,1,Good,1,1,2024,25000.0,3,East,7,0.676621334461957
50,Uttar Pradesh,Others,1,<50K,0,1,,1,1,2022,25000.0,2,North,3,0.5354081588590609
111,Bihar,Others,1,<50K,0,1,,1,1,2020,25000.0,2,East,6,0.6686211526578474
98,Telangana,Banaras Zardozi,1,>100K,1,1,Good,1,1,2020,,3,South,5,0.9661683544353088
2,Other,Banaras Zardozi,1,<50K,1,0,Good,1,1,2020,25000.0,3,Other,7,0.47209726669548535
109,Uttar Pradesh,Sanganer Block Print,1,<50K,1,0,Good,1,1,2022,25000.0,3,North,11,0.4020087437683442
114,Jharkhand,Others,1,<50K,0,1,Good,1,1,2015,25000.0,3,East,1,0.4797210730779261
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2018,25000.0,3,North,7,0.058304495968536256
44,Other,Others,1,<50K,0,1,Good,1,1,2018,25000.0,3,Other,5,0.5354231038372527
98,Telangana,Banaras Zardozi,1,>100K,1,1,Good,1,1,2017,,3,South,4,1.0096039643389425
48,Karnataka,Dokra,0,>100K,1,0,Good,1,1,2015,,3,South,0,0.2863286091699683
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2025,25000.0,3,West,0,1.0238352878796295
97,Karnataka,Others,1,50K-100K,0,1,Good,1,1,2019,75000.0,3,South,4,0.5436897713092727
26,Jharkhand,Sanganer Block Print,0,<50K,0,0,Good,1,1,2019,25000.0,3,East,0,-0.07685145392377557
46,Tamil Nadu,Others,1,50K-100K,0,1,Good,1,1,2016,75000.0,3,South,1,0.5854794188300606
28,Karnataka,Sanganer Block Print,1,<50K,1,1,Good,1,1,2019,25000.0,3,South,5,0.921346594981927
17,Bihar,Madhubani Paintings,0,>100K,1,0,Good,1,1,2019,,3,East,0,0.437092348794878
56,Other,Madhubani Paintings,1,50K-100K,1,0,,1,1,2016,75000.0,2,Other,5,0.19620858739661384
103,Bihar,Others,1,50K-100K,1,1,Good,1,1,2015,75000.0,3,East,0,1.162118029197931
64,Bihar,Madhubani Paintings,1,>100K,1,1,Good,1,1,2021,,3,East,9,1.0593483046581014
91,Uttar Pradesh,Madhubani Paintings,0,50K-100K,0,1,Good,1,1,2017,75000.0,3,North,0,0.42465656759466264
104,Karnataka,Others,1,50K-100K,1,0,,1,1,2021,75000.0,2,South,4,0.5005168394212601
18,Karnataka,Sanganer Block Print,0,<50K,0,1,Good,1,1,2018,25000.0,3,South,0,0.6698268717321952
23,Bihar,Chikan Craft,1,<50K,1,1,Good,1,1,2025,25000.0,3,East,9,1.0357207026149642
90,Karnataka,Madhubani Paintings,0,50K-100K,1,1,,1,1,2016,75000.0,2,South,0,1.0100710680816007
85,Bihar,Others,1,<50K,1,1,Good,1,1,2018,25000.0,3,East,4,1.0256218506567656
108,Punjab,Chikan Craft,1,<50K,0,1,Good,1,1,2022,25000.0,3,North,5,0.4835357959062695
12,Other,Others,1,<50K,0,1,Good,1,1,2021,25000.0,3,Other,9,0.5356512207211056
2,Other,Banaras Zardozi,1,50K-100K,1,0,Good,1,1,2021,75000.0,3,Other,10,0.4644661158917327
52,Jharkhand,Banaras Zardozi,1,50K-100K,1,0,Good,1,1,2019,75000.0,3,East,2,0.2975093928447535
52,Jharkhand,Banaras Zardozi,1,50K-100K,1,0,Good,1,1,2023,75000.0,3,East,12,0.5128279326694951
63,Nagaland,Others,1,<50K,1,1,,1,1,2018,25000.0,2,Other,6,1.1174242876103944
57,Uttar Pradesh,Dokra,1,<50K,1,1,Good,1,1,2024,25000.0,3,North,4,0.9982684860732163
78,Uttar Pradesh,Others,1,<50K,1,1,Good,1,1,2021,25000.0,3,North,1,1.169754939658905
88,Tamil Nadu,Others,1,50K-100K,0,0,Good,1,1,2019,75000.0,3,South,0,0.05390904714104913
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2015,25000.0,3,North,0,0.003609806909798173
45,Bihar,Chikan Craft,0,<50K,0,0,Good,1,1,2020,25000.0,3,East,0,-0.02506268700561058
72,Uttar Pradesh,Others,1,50K-100K,0,0,,1,1,2018,75000.0,2,North,6,0.011228189805058384
103,Bihar,Others,1,50K-100K,1,1,Good,1,1,2020,75000.0,3,East,1,0.9726554801968121
23,Bihar,Chikan Craft,1,<50K,1,1,Good,1,1,2018,25000.0,3,East,2,0.9393236605132074
110,Uttar Pradesh,Banaras Zardozi,1,<50K,1,1,Good,1,1,2015,25000.0,3,North,1,0.9848944710935873
97,Karnataka,Others,1,50K-100K,0,1,Good,1,1,2021,75000.0,3,South,1,0.6300620186992286
69,Uttar Pradesh,Sanganer Block Print,1,100K-200K,0,0,Good,1,1,2025,150000.0,3,North,0,0.018364865533361512
49,Rajasthan,Madhubani Paintings,0,50K-100K,0,1,Good,1,1,2024,75000.0,3,West,0,0.5777200591978564
84,Uttar Pradesh,Others,0,50K-100K,0,1,Good,1,1,2022,75000.0,3,North,0,0.5667294228928182
38,Uttar Pradesh,Chikan Craft,1,50K-100K,1,1,Good,1,1,2015,75000.0,3,North,1,1.0407343069682613
48,Karnataka,Dokra,0,100K-200K,1,0,Good,1,1,2022,150000.0,3,South,0,0.4315292753136156
76,Punjab,Others,1,<50K,1,1,Good,1,1,2017,25000.0,3,North,4,0.9346589170631057
83,Bihar,Others,0,<50K,1,0,Good,1,1,2015,25000.0,3,East,0,0.4402225803672713
4,Rajasthan,Dokra,0,200K+,0,1,Good,1,1,2017,250000.0,3,West,0,0.5105375693719035
63,Nagaland,Others,1,<50K,1,1,,1,1,2017,25000.0,2,Other,3,0.975549480649282
2,Other,Banaras Zardozi,1,200K+,1,1,Good,1,1,2023,250000.0,3,Other,5,1.101289467488793
30,Uttar Pradesh,Madhubani Paintings,0,<50K,1,0,Good,1,1,2016,25000.0,3,North,0,0.479679484168601
47,Bihar,Others,0,<50K,1,0,Good,1,1,2020,25000.0,3,East,0,0.44250540866411736
37,Bihar,Madhubani Paintings,1,100K-200K,0,1,Good,1,1,2018,150000.0,3,East,0,0.7515184137208784
60,Bihar,Banaras Zardozi,1,<50K,0,0,Good,1,1,2019,25000.0,3,East,7,0.02313243332701774
89,Himachal Pradesh,Others,1,100K-200K,1,1,Good,1,1,2018,150000.0,3,North,4,1.0175548185965768
43,Uttar Pradesh,Banaras Zardozi,1,>100K,0,1,Good,1,1,2023,,3,North,0,0.5690487091909269
107,Telangana,Madhubani Paintings,1,<50K,1,1,Good,1,1,2015,25000.0,3,South,0,1.0341300002591292
102,Tamil Nadu,Others,1,<50K,1,1,Good,1,1,2019,25000.0,3,South,1,0.9563620251488968
76,Punjab,Others,1,<50K,1,0,Good,1,1,2023,25000.0,3,North,0,0.2679597089984864
67,Uttar Pradesh,Others,1,<50K,0,0,Good,1,1,2015,25000.0,3,North,4,0.19775060144372705
78,Uttar Pradesh,Others,1,<50K,1,1,Good,1,1,2021,25000.0,3,North,9,0.9028318870399953
5,Uttar Pradesh,Others,1,<50K,1,1,Good,1,1,2021,25000.0,3,North,3,0.9465672975180512
53,Other,Madhubani Paintings,1,<50K,1,0,,1,1,2017,25000.0,2,Other,2,0.503704728534679
111,Bihar,Others,1,<50K,0,1,,1,1,2018,25000.0,2,East,1,0.5191195948132956
105,Other,Others,0,<50K,0,1,Good,1,1,2019,25000.0,3,Other,0,0.564969179548256
14,Uttar Pradesh,Dokra,0,<50K,1,1,Good,1,1,2021,25000.0,3,North,0,1.0828595156659617
29,Rajasthan,Sanganer Block Print,1,<50K,1,0,Good,1,1,2020,25000.0,3,West,2,0.2535377919706444
52,Jharkhand,Banaras Zardozi,1,50K-100K,1,0,Good,1,1,2023,75000.0,3,East,11,0.42738967769357045
28,Karnataka,Sanganer Block Print,1,<50K,1,1,Good,1,1,2022,25000.0,3,South,8,1.0728377646979195
62,Bihar,Chikan Craft,1,<50K,1,1,Good,1,1,2025,25000.0,3,East,5,0.9378990548860082
77,Jharkhand,Others,0,<50K,0,1,Good,1,1,2016,25000.0,3,East,0,0.5933663176678108
98,Telangana,Banaras Zardozi,1,>100K,1,1,Good,1,1,2025,,3,South,9,1.1495955587128628
92,West Bengal,Others,1,<50K,1,0,Good,1,1,2016,25000.0,3,East,1,0.37179812986119726
41,Uttar Pradesh,Others,0,50K-100K,0,1,Good,1,1,2018,75000.0,3,North,0,0.690652350934619
56,Other,Madhubani Paintings,1,50K-100K,1,0,,1,1,2022,75000.0,2,Other,4,0.16172383844683408
91,Uttar Pradesh,Madhubani Paintings,0,50K-100K,0,1,Good,1,1,2017,75000.0,3,North,0,0.6928198175400627
24,Bihar,Others,1,<50K,1,1,Good,1,1,2025,25000.0,3,East,9,1.1362798573557908
98,Telangana,Banaras Zardozi,1,>100K,1,1,Good,1,1,2024,,3,South,7,0.9151920539642553
92,West Bengal,Others,1,<50K,1,0,Good,1,1,2017,25000.0,3,East,5,0.4241781540638063
1,Bihar,Others,1,<50K,0,0,Good,1,1,2019,25000.0,3,East,8,-0.23422624703042905
103,Bihar,Others,1,50K-100K,1,1,Good,1,1,2019,75000.0,3,East,1,0.8364407164415834
111,Bihar,Others,1,<50K,0,1,,1,1,2024,25000.0,2,East,4,0.7052430916390336
71,Jharkhand,Others,1,<50K,0,1,Good,1,1,2018,25000.0,3,East,6,0.5023227495185383
80,Uttar Pradesh,Sanganer Block Print,1,50K-100K,0,0,Good,1,1,2022,75000.0,3,North,0,-0.058879315255087154
91,Uttar Pradesh,Madhubani Paintings,0,50K-100K,0,1,Good,1,1,2016,75000.0,3,North,0,0.7249241448290791
81,Nagaland,Others,1,<50K,1,1,Good,1,1,2018,25000.0,3,Other,5,1.0217086722760864
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2017,25000.0,3,North,5,0.5590229404989338
79,Bihar,Sanganer Block Print,1,<50K,1,0,Good,1,1,2023,25000.0,3,East,3,0.5343854262427529
75,West Bengal,Madhubani Paintings,1,<50K,1,0,Good,1,1,2023,25000.0,3,East,7,0.2811301653713279
86,Bihar,Madhubani Paintings,1,<50K,0,1,Good,1,1,2015,25000.0,3,East,3,0.6080400882099779
60,Bihar,Banaras Zardozi,1,<50K,0,1,Good,1,1,2021,25000.0,3,East,5,0.6093642101301766
25,Telangana,Others,0,<50K,0,1,,1,1,2019,25000.0,2,South,0,0.7196618488802419
34,Other,Sanganer Block Print,0,50K-100K,1,0,Good,1,1,2021,75000.0,3,Other,0,0.5233267312468461
58,Uttar Pradesh,Banaras Zardozi,1,50K-100K,1,1,Good,1,1,2023,75000.0,3,North,5,1.0476715030363306
103,Bihar,Others,1,50K-100K,1,1,Good,1,1,2022,75000.0,3,East,1,0.8581679080628859
60,Bihar,Banaras Zardozi,1,200K+,0,1,Good,1,1,2022,250000.0,3,East,6,0.8123850231274855
11,Uttar Pradesh,Others,0,>100K,1,1,Good,1,1,2024,,3,North,0,0.802438816381768
76,Punjab,Others,1,<50K,1,0,Good,1,1,2020,25000.0,3,North,8,0.43261578906457654
99,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2018,25000.0,3,North,2,0.4646280530287377
68,Jharkhand,Others,1,200K+,0,0,Good,1,1,2018,250000.0,3,East,0,-0.13189651435721567
11,Uttar Pradesh,Others,0,>100K,1,1,Good,1,1,2021,,3,North,0,1.07619979838829
72,Uttar Pradesh,Others,1,50K-100K,0,0,,1,1,2024,75000.0,2,North,4,-0.09714413039478853
105,Other,Others,0,<50K,0,0,Good,1,1,2021,25000.0,3,Other,0,-0.18098037883344678
93,Punjab,Madhubani Paintings,0,<50K,1,1,Good,1,1,2015,25000.0,3,North,0,0.8977604399991517
99,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2018,25000.0,3,North,5,0.38340662381849866
58,Uttar Pradesh,Banaras Zardozi,1,50K-100K,1,1,Good,1,1,2021,75000.0,3,North,3,1.109657746619619
47,Bihar,Others,0,<50K,1,0,Good,1,1,2021,25000.0,3,East,0,0.415352482886673
73,Uttar Pradesh,Dokra,0,50K-100K,0,0,Good,1,1,2024,75000.0,3,North,0,-0.14765476934473734
102,Tamil Nadu,Others,1,<50K,1,0,Good,1,1,2023,25000.0,3,South,10,0.4082123305272007
104,Karnataka,Others,1,<50K,1,0,,1,1,2023,25000.0,2,South,12,0.2660345679252121
51,Other,Sanganer Block Print,1,50K-100K,1,1,Good,1,1,2024,75000.0,3,Other,5,0.9546244199629682
45,Bihar,Chikan Craft,0,<50K,0,0,Good,1,1,2018,25000.0,3,East,0,0.0023135546166318743
115,Tamil Nadu,Others,1,50K-100K,1,0,,1,1,2021,75000.0,2,South,3,0.39803340092349704
82,Tamil Nadu,Others,0,<50K,1,0,Good,1,1,2020,25000.0,3,South,0,0.19240201081383532
111,Bihar,Others,1,<50K,0,1,,1,1,2017,25000.0,2,East,5,0.574806309735583
64,Bihar,Madhubani Paintings,1,<50K,1,1,Good,1,1,2025,25000.0,3,East,2,1.1862901222972515
53,Other,Madhubani Paintings,1,<50K,1,1,,1,1,2023,25000.0,2,Other,7,0.9652222695679346
72,Uttar Pradesh,Others,1,50K-100K,0,0,,1,1,2023,75000.0,2,North,6,0.027488715406512338
79,Bihar,Sanganer Block Print,1,<50K,1,0,Good,1,1,2017,25000.0,3,East,0,0.5128073156863804
